Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1991,ME,Total Electric Industry,"3,817,137","2,685,496","4,708,841",NA,"171,310","11,382,784"
1991,MI,Total Electric Industry,"26,759,510","21,454,734","35,006,636",NA,"1,297,663","84,518,543"
1991,MN,Total Electric Industry,"15,655,101","8,416,648","23,937,844",NA,"745,004","48,754,597"
1991,MO,Total Electric Industry,"23,386,303","19,111,774","13,113,852",NA,"902,227","56,514,156"
1991,MS,Total Electric Industry,"12,517,521","6,831,768","13,024,289",NA,"645,805","33,019,383"
1991,MT,Total Electric Industry,"3,458,893","2,818,850","6,622,098",NA,"506,759","13,406,600"
1991,NC,Total Electric Industry,"34,390,834","24,675,721","31,514,220",NA,"1,735,708","92,316,483"
1991,ND,Total Electric Industry,"3,096,207","1,875,987","1,762,080",NA,"520,927","7,255,201"
1991,NE,Total Electric Industry,"7,138,298","5,291,350","4,689,782",NA,"1,485,762","18,605,192"
1991,NH,Total Electric Industry,"3,356,705","2,029,125","3,265,025",NA,"110,919","8,761,774"
1991,NJ,Total Electric Industry,"21,539,103","27,627,097","15,031,232",NA,"485,119","64,682,551"
1991,NM,Total Electric Industry,"3,665,112","4,532,876","4,546,441",NA,"1,339,515","14,083,944"
1991,NV,Total Electric Industry,"5,781,827","3,986,737","6,172,512",NA,"684,343","16,625,419"
1991,NY,Total Electric Industry,"39,177,425","46,981,962","31,111,530",NA,"12,140,050","129,410,967"
1991,OH,Total Electric Industry,"40,942,449","32,325,493","67,856,138",NA,"4,534,240","145,658,320"
1991,OK,Total Electric Industry,"15,324,941","10,586,713","11,414,862",NA,"2,077,881","39,404,397"
1991,OR,Total Electric Industry,"15,949,119","11,614,083","15,296,762",NA,"790,787","43,650,751"
1991,PA,Total Electric Industry,"39,597,640","30,552,517","44,728,178",NA,"1,458,663","116,336,998"
1991,RI,Total Electric Industry,"2,368,833","2,474,170","1,363,158",NA,"196,885","6,403,046"
1991,SC,Total Electric Industry,"18,706,762","12,208,945","25,360,811",NA,"792,813","57,069,331"
1991,SD,Total Electric Industry,"3,039,891","1,521,975","1,726,158",NA,"397,116","6,685,140"
1991,TN,Total Electric Industry,"29,605,275","12,096,992","35,667,296",NA,"1,020,578","78,390,141"
1991,TX,Total Electric Industry,"84,088,111","61,447,400","84,122,423",NA,"10,693,853","240,351,787"
1991,UT,Total Electric Industry,"4,460,042","4,733,977","5,875,925",NA,"837,460","15,907,404"
1991,VA,Total Electric Industry,"29,607,347","21,230,493","16,028,804",NA,"8,244,504","75,111,148"
1991,VT,Total Electric Industry,"1,783,451","1,491,488","1,389,670",NA,"39,848","4,704,457"
1991,WA,Total Electric Industry,"29,889,138","18,143,350","40,838,988",NA,"3,842,033","92,713,509"
1991,WI,Total Electric Industry,"17,349,467","13,308,794","19,685,677",NA,"688,270","51,032,208"
1991,WV,Total Electric Industry,"8,106,273","5,218,905","10,205,954",NA,"93,813","23,624,945"
1991,WY,Total Electric Industry,"1,819,415","2,310,467","7,498,103",NA,"128,863","11,756,848"
1991,US,Total Electric Industry,"955,417,350","765,663,613","946,583,391",NA,"94,338,686","2,762,003,040"
1991,AK,Full-Service Providers,"1,602,777","2,005,247","465,878",NA,"181,811","4,255,713"
1991,AL,Full-Service Providers,"21,293,428","11,349,000","27,985,476",NA,"599,421","61,227,325"
1991,AR,Full-Service Providers,"11,000,632","6,300,359","10,517,510",NA,"621,756","28,440,257"
1991,AZ,Full-Service Providers,"15,641,499","13,982,060","10,404,969",NA,"1,819,889","41,848,417"
1991,CA,Full-Service Providers,"66,016,700","78,424,653","56,191,047",NA,"8,018,089","208,650,489"
1991,CO,Full-Service Providers,"10,099,387","13,741,501","6,748,179",NA,"867,621","31,456,688"
1991,CT,Full-Service Providers,"10,440,510","10,544,097","5,822,464",NA,"364,334","27,171,405"
1991,DC,Full-Service Providers,"1,580,079","5,238,080","3,053,128",NA,"323,876","10,195,163"
1991,DE,Full-Service Providers,"2,824,340","2,419,529","3,240,945",NA,"51,050","8,535,864"
1991,FL,Full-Service Providers,"72,813,985","52,440,505","16,482,264",NA,"4,599,487","146,336,241"
1991,GA,Full-Service Providers,"30,186,631","23,240,750","27,193,100",NA,"918,605","81,539,086"
1991,HI,Full-Service Providers,"2,395,661","2,297,841","3,773,038",NA,"57,547","8,524,087"
1991,IA,Full-Service Providers,"11,159,190","7,123,125","11,684,144",NA,"815,003","30,781,462"
1991,ID,Full-Service Providers,"5,971,037","4,865,137","6,908,837",NA,"300,593","18,045,604"
1991,IL,Full-Service Providers,"35,963,792","33,118,784","39,712,089",NA,"8,073,893","116,868,558"
1991,IN,Full-Service Providers,"24,220,121","16,381,408","35,786,821",NA,"645,386","77,033,736"
1991,KS,Full-Service Providers,"9,933,309","9,551,120","8,283,739",NA,"384,056","28,152,224"
1991,KY,Full-Service Providers,"18,644,458","9,899,870","32,938,945",NA,"2,710,529","64,193,802"
1991,LA,Full-Service Providers,"21,576,815","13,970,340","26,583,900",NA,"2,573,244","64,704,299"
1991,MA,Full-Service Providers,"15,379,421","18,516,906","9,793,513",NA,"1,106,947","44,796,787"
1991,MD,Full-Service Providers,"20,295,448","10,667,414","19,448,116",NA,"696,831","51,107,809"
1991,ME,Full-Service Providers,"3,817,137","2,685,496","4,708,841",NA,"171,310","11,382,784"
1991,MI,Full-Service Providers,"26,759,510","21,454,734","35,006,636",NA,"1,297,663","84,518,543"
1991,MN,Full-Service Providers,"15,655,101","8,416,648","23,937,844",NA,"745,004","48,754,597"
1991,MO,Full-Service Providers,"23,386,303","19,111,774","13,113,852",NA,"902,227","56,514,156"
1991,MS,Full-Service Providers,"12,517,521","6,831,768","13,024,289",NA,"645,805","33,019,383"
1991,MT,Full-Service Providers,"3,458,893","2,818,850","6,622,098",NA,"506,759","13,406,600"
1991,NC,Full-Service Providers,"34,390,834","24,675,721","31,514,220",NA,"1,735,708","92,316,483"
1991,ND,Full-Service Providers,"3,096,207","1,875,987","1,762,080",NA,"520,927","7,255,201"
1991,NE,Full-Service Providers,"7,138,298","5,291,350","4,689,782",NA,"1,485,762","18,605,192"
1991,NH,Full-Service Providers,"3,356,705","2,029,125","3,265,025",NA,"110,919","8,761,774"
1991,NJ,Full-Service Providers,"21,539,103","27,627,097","15,031,232",NA,"485,119","64,682,551"
1991,NM,Full-Service Providers,"3,665,112","4,532,876","4,546,441",NA,"1,339,515","14,083,944"
1991,NV,Full-Service Providers,"5,781,827","3,986,737","6,172,512",NA,"684,343","16,625,419"
1991,NY,Full-Service Providers,"39,177,425","46,981,962","31,111,530",NA,"12,140,050","129,410,967"
1991,OH,Full-Service Providers,"40,942,449","32,325,493","67,856,138",NA,"4,534,240","145,658,320"
1991,OK,Full-Service Providers,"15,324,941","10,586,713","11,414,862",NA,"2,077,881","39,404,397"
1991,OR,Full-Service Providers,"15,949,119","11,614,083","15,296,762",NA,"790,787","43,650,751"
1991,PA,Full-Service Providers,"39,597,640","30,552,517","44,728,178",NA,"1,458,663","116,336,998"
1991,RI,Full-Service Providers,"2,368,833","2,474,170","1,363,158",NA,"196,885","6,403,046"
1991,SC,Full-Service Providers,"18,706,762","12,208,945","25,360,811",NA,"792,813","57,069,331"
1991,SD,Full-Service Providers,"3,039,891","1,521,975","1,726,158",NA,"397,116","6,685,140"
1991,TN,Full-Service Providers,"29,605,275","12,096,992","35,667,296",NA,"1,020,578","78,390,141"
1991,TX,Full-Service Providers,"84,088,111","61,447,400","84,122,423",NA,"10,693,853","240,351,787"
1991,UT,Full-Service Providers,"4,460,042","4,733,977","5,875,925",NA,"837,460","15,907,404"
1991,VA,Full-Service Providers,"29,607,347","21,230,493","16,028,804",NA,"8,244,504","75,111,148"
1991,VT,Full-Service Providers,"1,783,451","1,491,488","1,389,670",NA,"39,848","4,704,457"
1991,WA,Full-Service Providers,"29,889,138","18,143,350","40,838,988",NA,"3,842,033","92,713,509"
1991,WI,Full-Service Providers,"17,349,467","13,308,794","19,685,677",NA,"688,270","51,032,208"
1991,WV,Full-Service Providers,"8,106,273","5,218,905","10,205,954",NA,"93,813","23,624,945"
1991,WY,Full-Service Providers,"1,819,415","2,310,467","7,498,103",NA,"128,863","11,756,848"
1991,US,Full-Service Providers,"955,417,350","765,663,613","946,583,391",NA,"94,338,686","2,762,003,040"
1990,AK,Total Electric Industry,"1,661,311","1,972,116","459,282",NA,"161,131","4,253,840"
1990,AL,Total Electric Industry,"20,718,677","10,978,790","27,617,687",NA,"610,459","59,925,613"
1990,AR,Total Electric Industry,"10,557,866","6,075,079","10,126,208",NA,"606,143","27,365,296"
1990,AZ,Total Electric Industry,"15,377,684","13,731,290","10,033,740",NA,"2,326,871","41,469,585"
1990,CA,Total Electric Industry,"66,574,670","79,691,297","55,891,513",NA,"8,935,442","211,092,922"
1990,CO,Total Electric Industry,"9,787,280","13,553,026","6,586,859",NA,"867,423","30,794,588"
1990,CT,Total Electric Industry,"10,375,882","10,342,476","6,099,933",NA,"368,947","27,187,238"
1990,DC,Total Electric Industry,"1,480,356","5,073,157","2,976,219",NA,"318,713","9,848,445"
1990,DE,Total Electric Industry,"2,651,448","2,310,713","3,271,592",NA,"50,114","8,283,867"
1990,FL,Total Electric Industry,"71,114,670","51,342,236","16,604,579",NA,"4,473,393","143,534,878"
1990,GA,Total Electric Industry,"29,932,837","22,867,547","26,717,324",NA,"922,408","80,440,116"
1990,HI,Total Electric Industry,"2,323,950","2,194,416","3,733,752",NA,"58,419","8,310,537"
1990,IA,Total Electric Industry,"10,513,101","6,727,381","11,392,481",NA,"804,416","29,437,379"
1990,ID,Total Electric Industry,"5,626,311","4,894,064","7,165,289",NA,"317,758","18,003,422"
1990,IL,Total Electric Industry,"32,871,442","31,734,447","39,298,519",NA,"7,672,368","111,576,776"
1990,IN,Total Electric Industry,"22,110,951","15,501,743","35,743,096",NA,"626,429","73,982,219"
1990,KS,Total Electric Industry,"9,514,696","9,169,287","8,087,146",NA,"377,638","27,148,767"
1990,KY,Total Electric Industry,"16,813,546","9,252,216","32,543,259",NA,"2,487,853","61,096,874"
1990,LA,Total Electric Industry,"21,433,523","13,814,112","25,861,967",NA,"2,716,288","63,825,890"
1990,MA,Total Electric Industry,"15,581,197","18,565,266","10,156,905",NA,"1,138,304","45,441,672"
1990,MD,Total Electric Industry,"19,101,665","10,452,013","19,308,301",NA,"671,751","49,533,730"
1990,ME,Total Electric Industry,"3,932,266","2,672,723","4,750,044",NA,"173,942","11,528,975"
1990,MI,Total Electric Industry,"25,318,849","20,609,561","35,062,022",NA,"1,376,437","82,366,869"
1990,MN,Total Electric Industry,"14,857,556","8,085,873","23,496,827",NA,"726,659","47,166,915"
1990,MO,Total Electric Industry,"21,652,354","18,468,962","12,937,381",NA,"865,940","53,924,637"
1990,MS,Total Electric Industry,"12,265,641","6,746,134","12,454,453",NA,"660,849","32,127,077"
1990,MT,Total Electric Industry,"3,358,385","2,737,526","6,529,326",NA,"499,346","13,124,583"
1990,NC,Total Electric Industry,"33,144,040","23,834,909","31,264,700",NA,"1,680,838","89,924,487"
1990,ND,Total Electric Industry,"2,954,024","1,794,510","1,759,711",NA,"505,605","7,013,850"
1990,NE,Total Electric Industry,"6,799,606","5,086,141","4,618,083",NA,"1,364,422","17,868,252"
1990,NH,Total Electric Industry,"3,444,195","2,010,427","3,418,391",NA,"106,601","8,979,614"
1990,NJ,Total Electric Industry,"20,497,980","26,838,617","15,040,847",NA,"479,243","62,856,687"
1990,NM,Total Electric Industry,"3,565,532","4,464,122","4,412,883",NA,"1,378,223","13,820,760"
1990,NV,Total Electric Industry,"5,539,534","3,865,557","6,262,803",NA,"684,000","16,351,894"
1990,NY,Total Electric Industry,"38,574,310","46,921,092","31,929,350",NA,"11,899,687","129,324,439"
1990,OH,Total Electric Industry,"37,889,450","30,540,857","69,681,659",NA,"4,353,506","142,465,472"
1990,OK,Total Electric Industry,"17,077,366","11,633,983","11,763,696",NA,"2,029,175","42,504,220"
1990,OR,Total Electric Industry,"15,379,614","11,319,208","15,498,134",NA,"780,487","42,977,443"
1990,PA,Total Electric Industry,"38,164,153","29,159,185","45,991,878",NA,"1,435,443","114,750,659"
1990,RI,Total Electric Industry,"2,376,295","2,492,124","1,354,202",NA,"196,357","6,418,978"
1990,SC,Total Electric Industry,"18,257,716","11,926,737","24,701,257",NA,"766,081","55,651,791"
1990,SD,Total Electric Industry,"2,866,175","1,450,044","1,656,961",NA,"360,713","6,333,893"
1990,TN,Total Electric Industry,"28,756,837","12,127,834","35,312,603",NA,"947,495","77,144,769"
1990,TX,Total Electric Industry,"82,547,572","62,238,153","84,086,943",NA,"8,542,459","237,415,127"
1990,UT,Total Electric Industry,"4,246,106","4,514,613","5,766,212",NA,"874,743","15,401,674"
1990,VA,Total Electric Industry,"28,129,556","20,213,040","16,398,544",NA,"7,955,129","72,696,269"
1990,VT,Total Electric Industry,"1,808,617","1,484,125","1,381,171",NA,"42,315","4,716,228"
1990,WA,Total Electric Industry,"28,808,844","17,682,979","40,711,980",NA,"3,842,348","91,046,151"
1990,WI,Total Electric Industry,"16,385,266","12,697,935","19,405,054",NA,"709,773","49,198,028"
1990,WV,Total Electric Industry,"7,577,864","4,991,118","10,469,459",NA,"93,990","23,132,431"
1990,WY,Total Electric Industry,"1,719,933","2,175,801","7,729,470",NA,"143,635","11,768,839"
1990,US,Total Electric Industry,"924,018,699","751,026,562","945,521,695",NA,"91,987,709","2,712,554,665"
1990,AK,Full-Service Providers,"1,661,311","1,972,116","459,282",NA,"161,131","4,253,840"
1990,AL,Full-Service Providers,"20,718,677","10,978,790","27,617,687",NA,"610,459","59,925,613"
1990,AR,Full-Service Providers,"10,557,866","6,075,079","10,126,208",NA,"606,143","27,365,296"
1990,AZ,Full-Service Providers,"15,377,684","13,731,290","10,033,740",NA,"2,326,871","41,469,585"
1990,CA,Full-Service Providers,"66,574,670","79,691,297","55,891,513",NA,"8,935,442","211,092,922"
1990,CO,Full-Service Providers,"9,787,280","13,553,026","6,586,859",NA,"867,423","30,794,588"
1990,CT,Full-Service Providers,"10,375,882","10,342,476","6,099,933",NA,"368,947","27,187,238"
1990,DC,Full-Service Providers,"1,480,356","5,073,157","2,976,219",NA,"318,713","9,848,445"
1990,DE,Full-Service Providers,"2,651,448","2,310,713","3,271,592",NA,"50,114","8,283,867"
1990,FL,Full-Service Providers,"71,114,670","51,342,236","16,604,579",NA,"4,473,393","143,534,878"
1990,GA,Full-Service Providers,"29,932,837","22,867,547","26,717,324",NA,"922,408","80,440,116"
1990,HI,Full-Service Providers,"2,323,950","2,194,416","3,733,752",NA,"58,419","8,310,537"
1990,IA,Full-Service Providers,"10,513,101","6,727,381","11,392,481",NA,"804,416","29,437,379"
1990,ID,Full-Service Providers,"5,626,311","4,894,064","7,165,289",NA,"317,758","18,003,422"
1990,IL,Full-Service Providers,"32,871,442","31,734,447","39,298,519",NA,"7,672,368","111,576,776"
1990,IN,Full-Service Providers,"22,110,951","15,501,743","35,743,096",NA,"626,429","73,982,219"
1990,KS,Full-Service Providers,"9,514,696","9,169,287","8,087,146",NA,"377,638","27,148,767"
1990,KY,Full-Service Providers,"16,813,546","9,252,216","32,543,259",NA,"2,487,853","61,096,874"
1990,LA,Full-Service Providers,"21,433,523","13,814,112","25,861,967",NA,"2,716,288","63,825,890"
1990,MA,Full-Service Providers,"15,581,197","18,565,266","10,156,905",NA,"1,138,304","45,441,672"
1990,MD,Full-Service Providers,"19,101,665","10,452,013","19,308,301",NA,"671,751","49,533,730"
1990,ME,Full-Service Providers,"3,932,266","2,672,723","4,750,044",NA,"173,942","11,528,975"
1990,MI,Full-Service Providers,"25,318,849","20,609,561","35,062,022",NA,"1,376,437","82,366,869"
1990,MN,Full-Service Providers,"14,857,556","8,085,873","23,496,827",NA,"726,659","47,166,915"
1990,MO,Full-Service Providers,"21,652,354","18,468,962","12,937,381",NA,"865,940","53,924,637"
1990,MS,Full-Service Providers,"12,265,641","6,746,134","12,454,453",NA,"660,849","32,127,077"
1990,MT,Full-Service Providers,"3,358,385","2,737,526","6,529,326",NA,"499,346","13,124,583"
1990,NC,Full-Service Providers,"33,144,040","23,834,909","31,264,700",NA,"1,680,838","89,924,487"
1990,ND,Full-Service Providers,"2,954,024","1,794,510","1,759,711",NA,"505,605","7,013,850"
1990,NE,Full-Service Providers,"6,799,606","5,086,141","4,618,083",NA,"1,364,422","17,868,252"
1990,NH,Full-Service Providers,"3,444,195","2,010,427","3,418,391",NA,"106,601","8,979,614"
1990,NJ,Full-Service Providers,"20,497,980","26,838,617","15,040,847",NA,"479,243","62,856,687"
1990,NM,Full-Service Providers,"3,565,532","4,464,122","4,412,883",NA,"1,378,223","13,820,760"
1990,NV,Full-Service Providers,"5,539,534","3,865,557","6,262,803",NA,"684,000","16,351,894"
1990,NY,Full-Service Providers,"38,574,310","46,921,092","31,929,350",NA,"11,899,687","129,324,439"
1990,OH,Full-Service Providers,"37,889,450","30,540,857","69,681,659",NA,"4,353,506","142,465,472"
1990,OK,Full-Service Providers,"17,077,366","11,633,983","11,763,696",NA,"2,029,175","42,504,220"
1990,OR,Full-Service Providers,"15,379,614","11,319,208","15,498,134",NA,"780,487","42,977,443"
1990,PA,Full-Service Providers,"38,164,153","29,159,185","45,991,878",NA,"1,435,443","114,750,659"
1990,RI,Full-Service Providers,"2,376,295","2,492,124","1,354,202",NA,"196,357","6,418,978"
1990,SC,Full-Service Providers,"18,257,716","11,926,737","24,701,257",NA,"766,081","55,651,791"
1990,SD,Full-Service Providers,"2,866,175","1,450,044","1,656,961",NA,"360,713","6,333,893"
1990,TN,Full-Service Providers,"28,756,837","12,127,834","35,312,603",NA,"947,495","77,144,769"
1990,TX,Full-Service Providers,"82,547,572","62,238,153","84,086,943",NA,"8,542,459","237,415,127"
1990,UT,Full-Service Providers,"4,246,106","4,514,613","5,766,212",NA,"874,743","15,401,674"
1990,VA,Full-Service Providers,"28,129,556","20,213,040","16,398,544",NA,"7,955,129","72,696,269"
1990,VT,Full-Service Providers,"1,808,617","1,484,125","1,381,171",NA,"42,315","4,716,228"
1990,WA,Full-Service Providers,"28,808,844","17,682,979","40,711,980",NA,"3,842,348","91,046,151"
1990,WI,Full-Service Providers,"16,385,266","12,697,935","19,405,054",NA,"709,773","49,198,028"
